felt:feature,felt:has_geometry,felt:h3_index,OBJECTID,ID,TYPE,STATUS,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,OWNER,VOLTAGE,VOLT_CLASS,INFERRED,SUB_1,SUB_2,SHAPE__Len,geometry,intersects
48277,True,,48277,137849,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014.0,IMAGERY,2017.0,NOT AVAILABLE,161.0,100-161,Y,TAP155251,SPRING CREEK,56.7072429107026,"MULTILINESTRING ((-87.29918998799994 34.70630538200001, -87.29895421499997 34.706676603000076))",True
49152,True,,49152,138787,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, EIA 861",2014.0,IMAGERY,2017.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,Y,TAP153055,TAP155270,1289.19604953439,"MULTILINESTRING ((-87.07971427699995 34.632071087000035, -87.0804000999999 34.63227920000004, -87.08251580000001 34.63292300000006, -87.08489519999996 34.63364080000005, -87.08657909999991 34.63415829999999, -87.08836439999996 34.63469000000001, -87.0905264 34.63535530000008, -87.09057866499995 34.635370906000055))",True
49423,True,,49423,139147,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2014.0,IMAGERY,2017.0,NOT AVAILABLE,161.0,100-161,Y,TAP155253,TAP155254,9.28730590118047,"MULTILINESTRING ((-87.30860382999995 34.715529883000016, -87.30855014499998 34.715477389000064))",True
52775,True,,52775,175361,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020.0,IMAGERY,2020.0,NOT AVAILABLE,161.0,100-161,N,TAP156145,TAP173617,16.6596821102388,"MULTILINESTRING ((-87.65835809299998 34.79985922000006, -87.65839115599994 34.79991276300009, -87.65846659399998 34.79990209700001))",True
52776,True,,52776,157515,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2020.0,NOT AVAILABLE,161.0,100-161,Y,TAP156143,TAP156145,2628.4515814651,"MULTILINESTRING ((-87.65835809299998 34.79985922000006, -87.65631299999993 34.80068200000009, -87.65617399999994 34.80140800000006, -87.65641499999994 34.80194200000001, -87.65507099999999 34.80222000000004, -87.65311099999994 34.80263200000009, -87.65183499999996 34.80322100000004, -87.6489039999999 34.804330000000036, -87.65115099999998 34.80796400000002, -87.64967299999992 34.809180000000026, -87.64835999999994 34.809937000000076, -87.64691100000002 34.81077300000002, -87.6459179999999 34.8113470000001))",True
52777,True,,52777,156741,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2018.0,IMAGERY,2020.0,NOT AVAILABLE,161.0,100-161,Y,TAP156145,TAP156146,1127.71514072528,"MULTILINESTRING ((-87.65835809299998 34.79985922000006, -87.661726 34.79834300000006, -87.66412299999999 34.797291000000016, -87.66535099999993 34.79926500000005, -87.66575700000001 34.79989900000001))",True
53033,True,,53033,167109,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2014.0,IMAGERY,2020.0,TENNESSEE VALLEY AUTHORITY,161.0,100-161,N,TAP154410,TAP173390,75080.0912242781,"MULTILINESTRING ((-88.38098103799994 35.083073528000085, -88.38081529999997 35.083034100000035, -88.37684560000001 35.08210340000008, -88.37348749999994 35.08127810000004, -88.3701429 35.08049450000005, -88.3664826 35.07963700000007, -88.3630697999999 35.078837300000046, -88.35928249999992 35.077985700000085, -88.3567505 35.07734470000003, -88.3523623999999 35.07635250000006, -88.3485859 35.07541299999998, -88.34245969999999 35.07393790000005, -88.3400779 35.07336720000004, -88.33670899999993 35.07324419999999, -88.33320710000001 35.07305740000006, -88.32961879999995 35.072892900000014, -88.32272609999997 35.07257700000003, -88.31932969999997 35.0724213, -88.31620249999995 35.07264630000001, -88.31241479999993 35.07291890000005, -88.30837549999994 35.07320960000001, -88.3045441999999 35.07348530000005, -88.3010303999999 35.073738200000015, -88.29797029999997 35.0739584, -88.29327109999993 35.07429660000001, -88.29116509999994 35.07444820000004, -88.28895129999991 35.07460750000007, -88.28481339999995 35.074905300000076, -88.28288199999993 35.07545360000009, -88.28006889999993 35.07625220000008, -88.27722729999991 35.077058800000025, -88.27431149999997 35.07788650000004, -88.2714367 35.078702600000064, -88.26861069999993 35.07950480000004, -88.26566699999998 35.07898070000005, -88.26227739999992 35.078377100000075, -88.25868729999999 35.07773790000002, -88.25500355899995 35.07704751100002, -88.25238908199994 35.075561423000046, -88.25060239999995 35.07454180000009, -88.25077285999991 35.07422314300004, -88.25025947200001 35.074020842999985, -88.2500569589999 35.07417471300006, -88.24915459999994 35.077194300000045, -88.2487260999999 35.07862060000009, -88.22965809999995 35.09230000000009, -88.2107832999999 35.09232190000005, -88.17422329999992 35.0591610000001, -88.13391149999994 35.02258140000004, -88.1330096 35.021633100000045, -88.12249984799992 35.01058240100011, -88.11855162700002 35.006998786000025, -88.11720249999996 35.005748600000075, -88.11365040000004 35.002523100000055, -88.11221069999989 35.001215800000054, -88.11096809999998 35.000087300000075, -88.11026369999993 34.99944770000009, -88.10871919999994 34.998045200000014, -88.10688839999996 34.99638260000005, -88.10536829999994 34.99500210000005, -88.10376889999998 34.99354960000004, -88.10245729999993 34.992358400000064, -88.10144519999994 34.991439200000066, -88.09969029999996 34.98984550000009, -88.09861579999996 34.98886960000007, -88.0971122 34.987504000000065, -88.09634499999999 34.98680720000006, -88.09402729999991 34.98470210000005, -88.09227199999998 34.98310790000006, -88.0908698 34.98183420000006, -88.08922409999997 34.98033940000007, -88.08821369999994 34.97942180000004, -88.08665839999996 34.97800900000002, -88.08468579999995 34.97621720000006, -88.08256320000002 34.97428910000008, -88.08149719999987 34.97332080000007, -88.08028259999995 34.972217400000055, -88.07768739999992 34.969859900000095, -88.07690769999995 34.96915160000003, -88.0751749 34.96757750000006, -88.07306069999997 34.965656700000046, -88.07199690000002 34.96469030000002, -88.070929 34.96372010000001, -88.06939269999997 34.96232440000004, -88.06827129999992 34.96130560000003, -88.06604389999994 34.959281900000036, -88.06441189999998 34.95779920000006, -88.06201619999992 34.95562250000007, -88.06140789999992 34.95506980000002, -88.05848079999991 34.95362320000004, -88.0558637999999 34.952329900000066, -88.05114369999993 34.94999720000006, -88.04723189999999 34.94806390000009, -88.04520149999993 34.94706040000005, -88.03907200000002 34.94403090000004, -88.03712629999997 34.94306920000005, -88.03386909999989 34.941459300000034, -88.02964779999995 34.939372800000065, -88.02773799999991 34.93842880000004, -88.02563369999997 34.93738870000002, -88.02373669999993 34.93645100000005, -88.02133810000001 34.93526530000003, -88.01905679999996 34.93413760000003, -88.01346249999992 34.93137220000006, -88.00865089999994 34.9289937, -88.00189019999998 34.92565150000005, -88.00078519999995 34.92510520000006, -87.9979324 34.9236949, -87.99600729999995 34.92274310000006, -87.99455470000002 34.922025000000055, -87.98958729999997 34.919569100000025, -87.98562200000002 34.91762000000002, -87.98337499999995 34.916432000000064, -87.98218699999997 34.915838000000115, -87.980958 34.915223000000026, -87.97716499999991 34.91337400000004, -87.97457229999999 34.91208790000008, -87.97414069999995 34.91187370000004, -87.96721360000001 34.90843730000004, -87.96636259999995 34.908015200000065, -87.95951299999993 34.90461710000006, -87.95436299999997 34.90206210000005, -87.94954589999999 34.89967210000001, -87.94672059999986 34.898270300000036, -87.94469199999999 34.89726390000005, -87.94403789999998 34.896939300000035, -87.94238959999993 34.896121500000035, -87.93923850000002 34.89455800000008, -87.93726549999998 34.89357910000007, -87.9316864 34.89081080000008, -87.9290122 34.88948380000004, -87.92632099999993 34.888160000000006, -87.92387079999996 34.88692890000003, -87.9220074999999 34.886007100000015, -87.92027309999992 34.88513830000003, -87.91813149999996 34.88408340000007, -87.91673979999993 34.88339200000006, -87.9150311 34.882535800000035, -87.9140905 34.88207070000005, -87.9117684 34.88092270000001, -87.91096689999992 34.88051470000002, -87.9100056 34.88004750000005, -87.90846969999991 34.87926950000004, -87.90668879999994 34.878398399999995, -87.9050111 34.87756120000008, -87.90340289999993 34.87674720000004, -87.90230249999992 34.876184800000004, -87.90067369999996 34.87545190000003, -87.89542629999994 34.873090700000034, -87.89372799999997 34.87232650000004, -87.89132209999997 34.87124380000004, -87.89017129999993 34.87072600000002, -87.88883759999993 34.87012580000004, -87.88730539999997 34.86943630000008, -87.88400459999998 34.867950900000025, -87.88195959999999 34.86703070000005, -87.88054989999992 34.866396300000076, -87.87859499999993 34.86551650000009, -87.87728930000002 34.86492890000006, -87.87530429999997 34.86403560000004, -87.87361949999995 34.86327740000005, -87.87162129999997 34.86237820000008, -87.87014339999992 34.86171300000004, -87.86872019999998 34.86107250000002, -87.86713299999997 34.86035820000007, -87.86532239999994 34.8595433, -87.8631005 34.85854330000007, -87.86159459999995 34.857865600000025, -87.8600830999999 34.85718530000005, -87.8582704999999 34.85636950000005, -87.85616069999996 34.85541990000011, -87.85440739999996 34.85463080000004, -87.85277939999996 34.85389810000004, -87.85095629999992 34.85307750000003, -87.84933389999995 34.852347300000076, -87.84768139999991 34.85160350000006, -87.84610859999998 34.85089560000006, -87.84439339999999 34.850123500000024, -87.84303189999994 34.8495107, -87.84121959999997 34.848695000000085, -87.83786790399994 34.847243750000096, -87.83445900299996 34.845741205000024, -87.83351991199994 34.845296702000056))",True
53087,True,,53087,167381,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,"IMAGERY, OpenStreetMap, http://www.oatioasis.com/TVA/TVAdocs/TVA_Transmission_Map_2011_r2.pdf",2014.0,IMAGERY,2020.0,ALABAMA POWER CO,161.0,100-161,N,TAP149932,TAP173386,46629.385389219,"MULTILINESTRING ((-87.87513934699992 34.73874172800005, -87.87829199999993 34.736879000000044, -87.883628 34.73342700000001, -87.89289402299993 34.727398006000065, -87.899038044 34.72343734700008, -87.90043441199998 34.72176707400002, -87.90703002499998 34.713722918000016, -87.91004855699995 34.71004491000009, -87.91369694099998 34.70498921400008, -87.91948444199993 34.697065559000066, -87.92530165399995 34.68900922900006, -87.93085147499993 34.68135767700008, -87.93507623299996 34.67555257900005, -87.93820766299991 34.67120826200002, -87.94704340699994 34.65908304200005, -87.95135729400002 34.65320306400003, -87.95499379399993 34.64813412000003, -87.95805986199996 34.64387147000008, -87.96221925699997 34.63815663300002, -87.96921298299999 34.628495757000024, -87.97882712799996 34.615166204000055, -87.98270788999997 34.60983684600004, -87.98418780399999 34.60779600100007, -87.99232858199998 34.596494880000044, -87.99581749699998 34.59163507800002, -88.00245888699997 34.58261667600007, -88.00485708199994 34.57927286600006, -88.00631578099994 34.57723296800005, -88.00790340899994 34.575126397000105, -88.0106393609999 34.57136292700007, -88.01216288299997 34.56933099800008, -88.01571969199999 34.56442741200007, -88.017280276 34.56230308000006, -88.01871799499996 34.56039905500002, -88.02157227899995 34.55650633400002, -88.02385713999993 34.55336560100005, -88.02561120300003 34.551050682999985, -88.02728517199999 34.548779319000026, -88.0313728089999 34.54324300600002, -88.03320745799996 34.54076844100009, -88.03604556999993 34.53690591900005, -88.03994017400001 34.53149040500005, -88.04487542899996 34.524889656, -88.04699952799993 34.52186684300002, -88.04890366199999 34.51936999200005, -88.05192351599999 34.51518013600004, -88.05405437199994 34.512451356999996, -88.05451063399998 34.51174375000004, -88.057094975 34.508341709000014, -88.058291447 34.50670137400006, -88.06854224999991 34.492979479000056, -88.07088672400002 34.48994175600003, -88.07257699799999 34.48764191200004, -88.07505522900003 34.48428150700002, -88.077260141 34.48130105600005, -88.08810221599997 34.466436775000034, -88.09276436499995 34.459766336, -88.09456673299992 34.457178883000026, -88.09581311099997 34.455401415, -88.0974906879999 34.45299836300008, -88.09983502699994 34.44959796500003))",True
55278,True,,55278,170417,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2019.0,IMAGERY,2019.0,NOT AVAILABLE,-999999.0,NOT AVAILABLE,N,WILSON DAM,UNKNOWN168909,3235.84891696904,"MULTILINESTRING ((-87.60180162899997 34.791119694000045, -87.60450599999999 34.791129000000076, -87.60926199999997 34.79121300000003, -87.61188699999995 34.790807000000044, -87.61407899999996 34.79083700000005, -87.61964499999992 34.789027999999995, -87.62010499999995 34.788638000000056, -87.62114399999993 34.78899100000007, -87.62468499999993 34.789817000000006, -87.62553199999991 34.790174, -87.62533499999996 34.790670000000055, -87.62441199999991 34.791856000000074, -87.62438597599997 34.793489523000076))",True
57898,True,,57898,175060,AC; OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020.0,IMAGERY,2020.0,NOT AVAILABLE,161.0,100-161,Y,UNKNOWN173389,TAP173390,297.127761864838,"MULTILINESTRING ((-87.83477464999997 34.844008288000055, -87.83444022099992 34.84402266800003, -87.83369520899997 34.84400075600004, -87.83351991199994 34.845296702000056))",True
58306,True,,58306,172227,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020.0,IMAGERY,2020.0,NOT AVAILABLE,-999999.0,NOT AVAILABLE,N,UNKNOWN170379,TAP170385,2283.35493178928,"MULTILINESTRING ((-86.98174796099988 35.149316846000055, -86.98219727899995 35.149119083000045, -86.98481036099993 35.149327656000004, -86.98739233599993 35.14959727400003, -86.99013918299995 35.149798215, -86.99100087799997 35.14987960900005, -86.99279620599998 35.15004811900007, -86.99658750899995 35.15040183000009, -86.99740895799992 35.15039785600007, -86.99899352799996 35.150497213000065, -87.00003370599993 35.150767463000044, -87.00053240799996 35.149744800000036, -87.00061951099998 35.149431942000064, -87.00060084599994 35.149200477000065))",True
58307,True,,58307,172228,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020.0,IMAGERY,2020.0,NOT AVAILABLE,-999999.0,NOT AVAILABLE,N,PULASKI,TAP170386,3887.3270556648,"MULTILINESTRING ((-87.03197639399994 35.188979793, -87.03164364499995 35.18827818300009, -87.03090949399993 35.188677331000044, -87.02867281899991 35.18600274700007, -87.0270956369999 35.187019709000026, -87.02341865699997 35.18912986600006, -87.01834999999993 35.19200500000001, -87.01661842000001 35.192981397000054, -87.01649398799998 35.19472024600001, -87.01637577699995 35.19704628000007, -87.01621090399999 35.20148716700006, -87.01603047699996 35.204720448000046))",True
58806,True,,58806,172226,OVERHEAD,IN SERVICE,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,IMAGERY,2020.0,IMAGERY,2020.0,NOT AVAILABLE,-999999.0,NOT AVAILABLE,N,PULASKI,TAP170385,8617.58393950505,"MULTILINESTRING ((-86.98174796099988 35.149316846000055, -86.98242845099999 35.1504217020001, -86.98428521699996 35.152742644000035, -86.98585520499995 35.154705856000064, -86.98748352099994 35.15678029100009, -86.98871812499992 35.15821885400003, -86.99152757799996 35.1617475940001, -86.99286911599995 35.16342448700002, -86.99500293899992 35.166138437000036, -86.99772003899997 35.169484060000045, -86.99938723999998 35.171605797999995, -87.00102527799997 35.17271432400002, -87.00409234399999 35.17486378900003, -87.00751909899995 35.17721979100004, -87.010561863 35.179400919000024, -87.01298732399992 35.18100991100001, -87.01661336499997 35.18348491500003, -87.01785283 35.184343004000006, -87.01841180399995 35.18668681400005, -87.01863053299994 35.18763623700007, -87.02459940499992 35.188164572000076, -87.02704916899998 35.18668284200005, -87.02836640399994 35.18588436500002, -87.03089879999995 35.18882399200001, -87.03161800899993 35.188462282000046, -87.03197639399994 35.188979793))",True
